,id,breed,intake_month,color,age_upon_intake_(years),time_in_shelter_days,intake_type_euthanasia_request,intake_type_owner_surrender,intake_type_public_assist,intake_type_stray,intake_weekday_friday,intake_weekday_monday,intake_weekday_saturday,intake_weekday_sunday,intake_weekday_thursday,intake_weekday_tuesday,intake_weekday_wednesday,intake_condition_aged,intake_condition_feral,intake_condition_injured,intake_condition_normal,intake_condition_nursing,intake_condition_other,intake_condition_pregnant,intake_condition_sick,sex_female,sex_male,sex_unknown,reproductive_state_intake_intact,reproductive_state_intake_sterile,reproductive_state_intake_unknown,reproductive_state_outcome_intact,reproductive_state_outcome_sterile,reproductive_state_outcome_unknown
39332,A711532,domestic shorthair mix,9,brown tabby/white,1.0,5.228472222222222,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39339,A711539,domestic shorthair mix,9,brown tabby/white,0.3287671232876712,0.7638888888888888,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39342,A711544,domestic shorthair mix,9,black,1.0,26.08333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39343,A711545,domestic shorthair mix,8,brown tabby,1.0,5.359722222222223,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
39344,A711545,domestic shorthair mix,9,brown tabby,0.3287671232876712,8.152777777777779,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39361,A711568,domestic shorthair mix,9,brown tabby/black,6.0,56.10347222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
39362,A711569,domestic shorthair mix,9,blue/white,3.0,6.170833333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
39369,A711574,domestic shorthair mix,9,orange tabby,0.1643835616438356,16.100694444444443,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39370,A711574,domestic shorthair mix,9,orange tabby,0.0821917808219178,2.082638888888889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39371,A711575,domestic shorthair mix,9,orange tabby,0.0821917808219178,16.100694444444443,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39372,A711575,domestic shorthair mix,9,orange tabby,0.0767123287671232,2.082638888888889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39373,A711576,domestic shorthair mix,9,orange tabby,0.1643835616438356,12.114583333333334,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39374,A711576,domestic shorthair mix,9,orange tabby,0.0821917808219178,2.082638888888889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39375,A711577,domestic shorthair mix,9,orange tabby,0.0821917808219178,8.053472222222222,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39376,A711577,domestic shorthair mix,9,orange tabby,0.0767123287671232,2.082638888888889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39377,A711579,domestic shorthair mix,9,calico,1.0,13.328472222222222,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39378,A711580,domestic shorthair mix,9,brown tabby,0.0821917808219178,45.15833333333334,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39385,A711584,domestic shorthair mix,9,black/white,0.0767123287671232,38.49236111111111,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39387,A711586,domestic medium hair mix,9,orange tabby,0.0383561643835616,0.1243055555555555,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39388,A711587,domestic shorthair mix,1,black,2.0,27.83125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
39389,A711587,domestic shorthair mix,9,black,0.1643835616438356,14.264583333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39391,A711589,domestic shorthair mix,9,brown tabby,0.0767123287671232,12.14375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39392,A711590,domestic shorthair mix,9,brown tabby,0.0767123287671232,12.14375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39393,A711591,domestic shorthair mix,9,brown tabby,0.0767123287671232,12.14375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39394,A711592,domestic shorthair mix,9,torbie,0.0767123287671232,12.14375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39395,A711593,domestic shorthair mix,9,orange tabby,0.0767123287671232,12.14375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39403,A711600,domestic shorthair mix,9,white,0.0575342465753424,0.075,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39408,A711603,domestic shorthair mix,9,black/white,0.1643835616438356,11.028472222222224,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39409,A711604,manx mix,9,black,0.1643835616438356,11.029861111111112,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39410,A711605,manx mix,9,blue/white,0.1643835616438356,6.101388888888889,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39411,A711606,manx mix,9,blue/white,0.1643835616438356,6.05138888888889,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39412,A711607,manx mix,9,white/black,0.1643835616438356,11.018055555555556,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39413,A711608,domestic shorthair mix,9,black/white,0.0821917808219178,0.1034722222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39414,A711609,domestic shorthair mix,9,white/gray,2.0,0.0020833333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
39426,A711618,domestic shorthair mix,9,brown tabby/white,3.0,0.6638888888888889,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39435,A711626,domestic shorthair mix,9,white/brown tabby,2.0,0.5972222222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39436,A711627,domestic medium hair mix,9,black,0.0767123287671232,0.7826388888888889,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39438,A711632,domestic longhair mix,9,black/white,0.0575342465753424,0.1326388888888889,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
39440,A711634,domestic shorthair mix,9,orange tabby,0.0575342465753424,0.1229166666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
39441,A711635,domestic shorthair mix,9,orange tabby/black,0.0575342465753424,0.1229166666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
39442,A711636,domestic shorthair mix,9,black,0.0575342465753424,0.1229166666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39443,A711637,domestic shorthair mix,9,tortie,0.0575342465753424,0.1229166666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
39444,A711638,domestic shorthair mix,9,orange tabby/tortie point,0.0575342465753424,0.1229166666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
39445,A711639,domestic shorthair mix,9,tortie/calico,0.0575342465753424,0.1229166666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
39448,A711642,domestic shorthair mix,9,brown tabby/white,0.0575342465753424,0.23125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39449,A711643,domestic shorthair mix,9,black/white,2.0,0.9222222222222224,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
39451,A711645,domestic shorthair mix,9,black,0.0191780821917808,0.01875,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39453,A711648,domestic shorthair mix,9,blue tabby,1.0,0.8736111111111111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39460,A711659,domestic shorthair mix,9,black smoke,0.0821917808219178,9.097916666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39461,A711660,domestic shorthair mix,9,black,0.0821917808219178,93.18819444444443,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39462,A711661,domestic shorthair mix,9,black smoke,0.0821917808219178,93.18958333333336,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39463,A711662,domestic shorthair mix,9,brown tabby,0.0821917808219178,93.1951388888889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39464,A711663,domestic shorthair mix,9,brown tabby,0.0821917808219178,9.097916666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39465,A711664,siamese mix,9,lynx point,0.0821917808219178,9.097916666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39468,A711670,domestic medium hair mix,12,black/white,1.0,24.17152777777778,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
39470,A711674,domestic shorthair mix,9,blue/white,0.5753424657534246,10.130555555555556,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39471,A711675,domestic shorthair mix,9,blue/white,0.5753424657534246,10.13125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39473,A711682,domestic shorthair mix,9,orange tabby,0.0821917808219178,30.874305555555555,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39474,A711683,domestic shorthair mix,9,orange tabby/white,0.0821917808219178,30.874305555555555,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39475,A711684,domestic shorthair mix,9,white/orange tabby,0.0821917808219178,16.81111111111111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39476,A711685,domestic shorthair mix,9,white/orange tabby,0.0821917808219178,16.839583333333334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39477,A711688,domestic shorthair mix,9,orange tabby,0.0383561643835616,0.4875,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39480,A711692,domestic shorthair mix,9,gray tabby,0.0027397260273972,0.2215277777777777,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
39481,A711693,domestic shorthair mix,9,calico,0.0383561643835616,0.2152777777777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
39482,A711694,domestic shorthair mix,9,gray tabby,0.0383561643835616,0.2152777777777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
39490,A711704,domestic shorthair mix,9,brown tabby,0.0821917808219178,1.33125,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39491,A711705,domestic medium hair mix,9,black/white,12.0,2.1909722222222223,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
39493,A711709,domestic shorthair mix,9,black/white,0.0054794520547945,0.0423611111111111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
39494,A711710,domestic shorthair mix,9,brown tabby,0.0054794520547945,0.0423611111111111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
39495,A711711,domestic shorthair mix,9,brown tabby,0.0054794520547945,0.0423611111111111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
39497,A711713,siamese mix,9,lynx point,0.0821917808219178,11.858333333333334,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39502,A711718,domestic shorthair mix,9,blue,1.0,0.0069444444444444,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
39504,A711721,domestic medium hair mix,12,brown tabby,1.0,12.328472222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
39505,A711721,domestic medium hair mix,9,brown tabby,1.0,0.8444444444444444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
39506,A711722,domestic shorthair mix,9,brown tabby,0.0383561643835616,0.5305555555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39507,A711723,domestic shorthair mix,9,brown tabby,0.0383561643835616,0.5305555555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39508,A711724,domestic shorthair mix,9,brown tabby,0.0383561643835616,0.5305555555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39509,A711725,domestic shorthair mix,9,brown tabby,0.0383561643835616,0.5305555555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39510,A711726,domestic shorthair mix,9,black/white,0.0383561643835616,0.5305555555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39511,A711727,domestic shorthair mix,9,black,0.5753424657534246,0.8305555555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39512,A711728,ragdoll mix,9,lilac point,0.0383561643835616,0.5486111111111112,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
39513,A711729,domestic longhair mix,9,brown tabby/white,0.0383561643835616,0.5486111111111112,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
39514,A711730,domestic longhair mix,9,brown tabby,0.0383561643835616,0.5486111111111112,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
39515,A711731,domestic shorthair mix,9,brown tabby/white,0.0383561643835616,0.5486111111111112,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
39516,A711732,domestic shorthair mix,9,orange tabby,1.0,36.27152777777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
39517,A711733,domestic medium hair mix,9,white/orange tabby,0.7397260273972602,18.946527777777774,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39518,A711734,domestic shorthair mix,9,blue tabby/white,0.410958904109589,2.171527777777778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39519,A711735,domestic shorthair mix,9,calico,0.410958904109589,2.171527777777778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39520,A711736,domestic shorthair mix,9,black,0.410958904109589,2.171527777777778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39521,A711737,domestic shorthair mix,9,orange tabby,0.410958904109589,2.167361111111111,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39527,A711743,domestic shorthair mix,9,blue tabby/white,1.0,0.7500000000000001,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39528,A711744,domestic shorthair mix,9,brown tabby,2.0,10.03472222222222,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39529,A711745,domestic medium hair mix,9,brown tabby,8.0,40.96666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
39530,A711746,domestic shorthair mix,9,black/white,8.0,40.96666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
39531,A711747,domestic shorthair mix,9,orange tabby,0.3287671232876712,4.165277777777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39532,A711748,domestic shorthair mix,9,tortie,0.3287671232876712,4.163194444444445,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39533,A711749,domestic shorthair mix,9,tortie,0.3287671232876712,6.941666666666666,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39538,A711755,domestic shorthair mix,9,torbie,1.0,0.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
39539,A711756,domestic shorthair mix,9,brown tabby,3.0,0.0076388888888888,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
39545,A711766,domestic shorthair mix,9,orange,0.0027397260273972,0.2256944444444444,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
39549,A711773,domestic shorthair mix,9,cream tabby,0.0575342465753424,0.1145833333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39556,A711782,domestic shorthair mix,9,blue/white,0.0575342465753424,0.1020833333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39558,A711784,siamese mix,9,white,5.0,0.0131944444444444,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
39560,A711786,domestic shorthair mix,9,white,0.410958904109589,15.046527777777778,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39561,A711787,domestic shorthair mix,9,orange tabby,0.410958904109589,9.152083333333334,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39562,A711788,domestic shorthair mix,9,brown tabby,0.410958904109589,27.131944444444443,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39564,A711790,domestic shorthair mix,9,blue/white,0.0575342465753424,0.0777777777777777,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39566,A711792,domestic shorthair mix,9,orange tabby/white,0.0383561643835616,0.0701388888888888,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39567,A711793,domestic shorthair mix,9,brown tabby,0.3287671232876712,0.0097222222222222,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39569,A711795,domestic shorthair mix,9,brown tabby,0.3287671232876712,0.0097222222222222,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39570,A711796,domestic shorthair mix,9,brown tabby,0.3287671232876712,0.0111111111111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39571,A711797,domestic shorthair mix,9,black,0.3287671232876712,0.0104166666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39573,A711799,domestic shorthair mix,9,brown tabby,0.0383561643835616,0.0534722222222222,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39574,A711800,domestic shorthair mix,9,brown tabby,0.0383561643835616,0.0534722222222222,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39575,A711801,domestic shorthair mix,9,brown tabby,0.0383561643835616,0.0541666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39576,A711802,domestic shorthair mix,9,brown tabby,0.0383561643835616,0.0541666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39577,A711803,domestic shorthair mix,9,brown tabby,0.0383561643835616,0.0541666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39582,A711809,domestic shorthair mix,9,black,0.0191780821917808,0.1826388888888889,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39583,A711810,domestic shorthair mix,9,brown tabby,0.0191780821917808,0.0319444444444444,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39584,A711811,domestic shorthair mix,9,brown tabby,0.0191780821917808,0.0319444444444444,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39588,A711815,domestic shorthair mix,9,white/black,0.0383561643835616,0.1513888888888888,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
39590,A711817,domestic shorthair mix,9,black/white,0.0767123287671232,58.12569444444444,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39591,A711818,domestic shorthair mix,9,black/white,0.0767123287671232,58.12083333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39592,A711819,domestic shorthair mix,9,black/white,0.0575342465753424,55.125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39593,A711820,domestic shorthair mix,9,black/white,0.0767123287671232,58.12152777777778,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39594,A711821,domestic longhair mix,9,black,0.0767123287671232,57.984027777777776,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39596,A711823,domestic shorthair mix,9,orange tabby,0.0958904109589041,59.25763888888889,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39597,A711824,domestic shorthair mix,9,torbie,0.0958904109589041,76.94027777777778,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39598,A711825,domestic shorthair mix,9,brown tabby,0.0958904109589041,76.94027777777778,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39599,A711826,domestic shorthair mix,9,brown tabby,0.0958904109589041,58.98333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39600,A711827,domestic shorthair mix,9,brown tabby,0.0958904109589041,100.39236111111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39611,A711838,maine coon mix,9,cream tabby,5.0,8.999305555555555,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
39612,A711839,domestic longhair mix,9,black/white,5.0,8.999305555555555,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
39616,A711843,domestic longhair mix,9,tortie,2.0,0.7111111111111112,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39618,A711846,domestic shorthair mix,9,brown tabby,0.0767123287671232,50.11111111111112,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39619,A711847,domestic shorthair mix,9,brown tabby,0.0767123287671232,56.11944444444445,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39621,A711849,domestic shorthair mix,9,blue tabby/white,0.0767123287671232,35.11805555555556,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39622,A711850,domestic shorthair mix,9,orange tabby,0.0767123287671232,102.74444444444444,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39623,A711851,domestic shorthair mix,9,orange tabby/white,0.0191780821917808,58.89861111111111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39624,A711852,domestic shorthair mix,11,cream tabby,0.1643835616438356,0.9520833333333332,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
39625,A711852,domestic shorthair mix,9,cream tabby,0.0575342465753424,58.71041666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
39626,A711853,domestic shorthair mix,9,brown tabby,0.0767123287671232,56.11875,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
