	animal_id_intake	intake_number	breed	mixed_breed	dog_size	avg_height	avg_weight	avg_lifespan	Adaptability	All Around Friendliness	Health And Grooming Needs	Trainability	Physical Needs
9507	A677911	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9508	A677911	2.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9509	A677911	3.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9510	A677912	1.0	Doberman Pinscher	True	5	66.04	31.5	12.0	2.8	3.0	3.4	2.8	3.0
9511	A677918	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9512	A677918	2.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9513	A677918	3.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9514	A677919	1.0	Cardigan Welsh Corgi	True	4	27.94	14.18	14.0	3.8	4.0	3.2	3.8	3.0
9515	A677919	2.0	Cardigan Welsh Corgi	True	4	27.94	14.18	14.0	3.8	4.0	3.2	3.8	3.0
9516	A677922	1.0	Yorkshire Terrier	True	1	21.59	2.25	14.0	3.6	3.0	2.2	2.6	4.33
9517	A677923	1.0	Cairn Terrier	True	3	24.13	6.08	14.0	3.4	4.67	3.2	3.6	4.33
9518	A677924	1.0	Cairn Terrier	True	3	24.13	6.08	14.0	3.4	4.67	3.2	3.6	4.33
9519	A677925	1.0	Cairn Terrier	True	3	24.13	6.08	14.0	3.4	4.67	3.2	3.6	4.33
9520	A677926	1.0	Cairn Terrier	True	3	24.13	6.08	14.0	3.4	4.67	3.2	3.6	4.33
9521	A677930	1.0	Boxer	True	5	58.42	29.25	11.0	2.8	4.0	3.4	3.2	5.0
9522	A677931	1.0	American Staffordshire Terrier	True	5	44.45	22.5	12.0	2.2	3.33	2.8	4.0	3.67
9523	A677932	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9524	A677933	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9525	A677934	1.0	Rottweiler	True	5	62.23	48.38	10.0	2.0	3.67	4.0	4.0	4.0
9526	A677934	2.0	Rottweiler	True	5	62.23	48.38	10.0	2.0	3.67	4.0	4.0	4.0
9527	A677936	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9528	A677946	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9530	A677949	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9531	A677954	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9532	A677957	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9533	A677960	1.0	Yorkshire Terrier	True	1	21.59	2.25	14.0	3.6	3.0	2.2	2.6	4.33
9534	A677961	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9535	A677963	1.0	Pembroke Welsh Corgi	True	4	27.94	13.5	13.0	3.8	4.0	3.4	4.0	3.67
9536	A677972	1.0	Cocker Spaniel	True	4	36.83	11.7	14.0	3.6	4.0	2.6	4.2	3.0
9537	A677982	1.0	West Highland White Terrier	True	3	26.67	7.88	14.0	3.6	4.67	3.0	3.6	4.0
9538	A677982	2.0	West Highland White Terrier	True	3	26.67	7.88	14.0	3.6	4.67	3.0	3.6	4.0
9539	A677983	1.0	Staffordshire Bull Terrier	True	4	38.1	13.95	13.0	2.6	3.67	3.6	2.4	3.33
9540	A677983	2.0	Staffordshire Bull Terrier	True	4	38.1	13.95	13.0	2.6	3.67	3.6	2.4	3.33
9541	A677984	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9542	A677985	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9543	A677996	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9544	A677997	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9545	A677998	1.0	Australian Shepherd	True	5	52.07	23.62	14.0	2.8	4.67	2.2	4.4	4.67
9546	A677999	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9547	A678003	1.0	American Bulldog	True	5	60.96	40.5	13.0	1.8	3.67	2.8	3.0	4.0
9548	A678011	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9549	A678011	2.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9550	A678018	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9551	A678023	1.0	Cardigan Welsh Corgi	True	4	27.94	14.18	14.0	3.8	4.0	3.2	3.8	3.0
9552	A678032	1.0	Great Dane	True	5	76.2	67.5	8.0	2.0	5.0	4.0	3.4	5.0
9553	A678042	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9554	A678046	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9555	A678047	1.0	American Pit Bull Terrier	False	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9556	A678054	1.0	Staffordshire Bull Terrier	True	4	38.1	13.95	13.0	2.6	3.67	3.6	2.4	3.33
9557	A678056	1.0	Lhasa Apso	True	3	25.4	6.08	14.0	4.4	3.67	2.2	3.6	3.33
9558	A678057	1.0	Australian Shepherd	True	5	52.07	23.62	14.0	2.8	4.67	2.2	4.4	4.67
9559	A678062	1.0	Dachshund	True	3	21.59	10.8	14.0	3.4	4.0	2.8	4.0	3.0
9560	A678066	1.0	Akita	True	5	66.04	45.0	11.0	3.0	2.33	3.8	3.4	3.67
9561	A678067	1.0	Dachshund	True	3	21.59	10.8	14.0	3.4	4.0	2.8	4.0	3.0
9562	A678068	1.0	Cairn Terrier	True	3	24.13	6.08	14.0	3.4	4.67	3.2	3.6	4.33
9563	A678076	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9564	A678082	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9565	A678093	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9566	A678098	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9567	A678099	1.0	Akita	True	5	66.04	45.0	11.0	3.0	2.33	3.8	3.4	3.67
9568	A678099	2.0	Akita	True	5	66.04	45.0	11.0	3.0	2.33	3.8	3.4	3.67
9569	A678101	1.0	American Bulldog	True	5	60.96	40.5	13.0	1.8	3.67	2.8	3.0	4.0
9570	A678101	2.0	American Bulldog	True	5	60.96	40.5	13.0	1.8	3.67	2.8	3.0	4.0
9571	A678106	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9572	A678107	1.0	Boston Terrier	True	3	34.29	7.88	14.0	4.0	4.67	3.0	3.0	4.33
9573	A678108	1.0	Pekingese	False	2	19.05	4.73	14.0	3.6	3.0	2.2	3.8	1.67
9574	A678109	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9575	A678130	1.0	Australian Shepherd	True	5	52.07	23.62	14.0	2.8	4.67	2.2	4.4	4.67
9576	A678130	2.0	Australian Shepherd	True	5	52.07	23.62	14.0	2.8	4.67	2.2	4.4	4.67
9577	A678131	1.0	Jack Russell Terrier	True	3	31.75	6.75	12.0	3.0	4.67	3.0	4.4	5.0
9578	A678131	2.0	Jack Russell Terrier	True	3	31.75	6.75	12.0	3.0	4.67	3.0	4.4	5.0
9581	A678133	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9583	A678142	1.0	Catahoula Bulldog	True	5	63.5	39.38	12.0	1.6	3.0	2.8	3.4	5.0
9584	A678143	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9585	A678147	1.0	Australian Cattle Dog	True	4	46.99	18.0	14.0	2.8	4.0	3.4	4.2	5.0
9586	A678150	1.0	Black Mouth Cur	True	5	52.07	30.38	15.0	2.4	4.33	3.2	3.8	4.0
9587	A678151	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9588	A678161	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9589	A678166	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9590	A678166	2.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9591	A678167	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9592	A678168	1.0	Pointer	True	5	64.77	27.0	14.0	1.6	5.0	3.0	4.6	5.0
9593	A678171	1.0	Miniature Schnauzer	False	3	34.29	6.98	13.0	4.0	3.67	2.4	3.6	4.33
9594	A678172	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9595	A678173	1.0	Plott	True	5	59.69	25.88	13.0	2.0	4.0	3.2	3.2	4.33
9596	A678174	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9597	A678174	2.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9598	A678174	3.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9599	A678174	4.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9600	A678174	5.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9601	A678174	6.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9602	A678177	1.0	Labrador Retriever	False	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9603	A678178	1.0	Golden Retriever	True	5	57.15	29.25	11.0	2.8	5.0	3.6	4.2	4.0
9604	A678178	2.0	Golden Retriever	True	5	57.15	29.25	11.0	2.8	5.0	3.6	4.2	4.0
9605	A678179	1.0	Chow Chow	True	5	46.99	24.75	14.0	3.4	1.33	2.2	2.2	2.0
9606	A678179	2.0	Chow Chow	True	5	46.99	24.75	14.0	3.4	1.33	2.2	2.2	2.0
9607	A678180	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9608	A678181	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9609	A678182	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9610	A678183	1.0	Whippet	True	4	50.8	14.85	14.0	3.2	4.67	2.6	3.6	4.0
9611	A678184	1.0	Rat Terrier	True	3	36.83	7.88	16.0	3.2	4.0	3.4	3.8	4.33
9612	A678185	1.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9613	A678186	1.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9614	A678188	1.0	Basset Hound	True	5	35.56	25.88	11.0	3.6	5.0	3.8	3.6	2.0
9615	A678192	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9616	A678193	1.0	Chinese Crested	True	3	30.48	5.4	12.0	3.0	4.33	2.4	3.4	1.67
9617	A678195	1.0	Norfolk Terrier	True	2	24.13	5.18	14.0	4.0	4.67	3.2	3.0	4.0
9618	A678208	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9619	A678217	1.0	Bulldog	True	5	34.29	20.25	10.0	3.4	3.67	4.4	2.6	2.67
9620	A678217	2.0	Bulldog	True	5	34.29	20.25	10.0	3.4	3.67	4.4	2.6	2.67
9621	A678217	3.0	Bulldog	True	5	34.29	20.25	10.0	3.4	3.67	4.4	2.6	2.67
9622	A678218	1.0	Boxer	True	5	58.42	29.25	11.0	2.8	4.0	3.4	3.2	5.0
9623	A678218	2.0	Boxer	True	5	58.42	29.25	11.0	2.8	4.0	3.4	3.2	5.0
9624	A678219	1.0	Border Collie	True	4	50.8	16.88	14.0	2.8	4.0	2.4	3.6	4.33
9625	A678222	1.0	Pointer	True	5	64.77	27.0	14.0	1.6	5.0	3.0	4.6	5.0
9626	A678231	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9627	A678232	1.0	Siberian Husky	True	5	54.61	21.38	14.0	2.6	5.0	3.0	3.4	4.33
9628	A678232	2.0	Siberian Husky	True	5	54.61	21.38	14.0	2.6	5.0	3.0	3.4	4.33
9629	A678233	1.0	Boxer	True	5	58.42	29.25	11.0	2.8	4.0	3.4	3.2	5.0
9630	A678236	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9631	A678237	1.0	Jack Russell Terrier	True	3	31.75	6.75	12.0	3.0	4.67	3.0	4.4	5.0
9632	A678240	1.0	Australian Cattle Dog	False	4	46.99	18.0	14.0	2.8	4.0	3.4	4.2	5.0
9633	A678242	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9638	A678245	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9639	A678247	1.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9640	A678247	2.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9641	A678251	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9642	A678252	1.0	Rat Terrier	True	3	36.83	7.88	16.0	3.2	4.0	3.4	3.8	4.33
9643	A678254	1.0	Miniature Pinscher	True	2	27.94	4.28	12.0	3.2	3.33	3.2	3.2	3.67
9644	A678255	1.0	Miniature Pinscher	True	2	27.94	4.28	12.0	3.2	3.33	3.2	3.2	3.67
9645	A678256	1.0	Manchester Terrier	True	3	39.37	7.65	15.0	3.0	3.33	3.0	3.2	4.0
9646	A678266	1.0	American Staffordshire Terrier	True	5	44.45	22.5	12.0	2.2	3.33	2.8	4.0	3.67
9647	A678278	1.0	Blue Lacy	True	4	53.34	16.88	14.0	2.4	3.0	3.2	4.8	5.0
9648	A678279	1.0	Havanese	True	2	24.13	4.5	14.0	3.6	4.67	2.2	3.6	2.67
9649	A678283	1.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9650	A678285	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9651	A678286	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9652	A678287	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9653	A678288	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9654	A678289	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9655	A678290	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9656	A678291	1.0	Australian Shepherd	True	5	52.07	23.62	14.0	2.8	4.67	2.2	4.4	4.67
9657	A678292	1.0	Pomeranian	False	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9659	A678294	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9660	A678294	2.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9661	A678294	3.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9662	A678294	4.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9663	A678294	5.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9664	A678294	6.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9665	A678294	7.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9666	A678295	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9667	A678296	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9668	A678296	2.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9669	A678303	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9670	A678305	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9671	A678306	1.0	Border Collie	False	4	50.8	16.88	14.0	2.8	4.0	2.4	3.6	4.33
9672	A678307	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9673	A678308	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9674	A678311	1.0	Labrador Retriever	False	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9675	A678311	2.0	Labrador Retriever	False	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9677	A678313	1.0	Beagle	True	3	35.56	10.8	12.0	2.8	5.0	2.8	3.6	4.33
9678	A678314	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9680	A678320	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9681	A678321	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9682	A678323	1.0	Boxer	True	5	58.42	29.25	11.0	2.8	4.0	3.4	3.2	5.0
9683	A678324	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9684	A678330	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9685	A678331	1.0	Miniature Schnauzer	True	3	34.29	6.98	13.0	4.0	3.67	2.4	3.6	4.33
9686	A678331	2.0	Miniature Schnauzer	True	3	34.29	6.98	13.0	4.0	3.67	2.4	3.6	4.33
9687	A678332	1.0	Australian Shepherd	True	5	52.07	23.62	14.0	2.8	4.67	2.2	4.4	4.67
9688	A678339	1.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9689	A678339	2.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9690	A678341	1.0	Golden Retriever	True	5	57.15	29.25	11.0	2.8	5.0	3.6	4.2	4.0
9691	A678341	2.0	Golden Retriever	True	5	57.15	29.25	11.0	2.8	5.0	3.6	4.2	4.0
9692	A678341	3.0	Golden Retriever	True	5	57.15	29.25	11.0	2.8	5.0	3.6	4.2	4.0
9693	A678349	1.0	Yorkshire Terrier	True	1	21.59	2.25	14.0	3.6	3.0	2.2	2.6	4.33
9694	A678351	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9695	A678353	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9696	A678354	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9697	A678355	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9698	A678356	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9699	A678365	1.0	Border Collie	True	4	50.8	16.88	14.0	2.8	4.0	2.4	3.6	4.33
9700	A678369	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9701	A678372	1.0	Staffordshire Bull Terrier	True	4	38.1	13.95	13.0	2.6	3.67	3.6	2.4	3.33
9702	A678374	1.0	Border Collie	True	4	50.8	16.88	14.0	2.8	4.0	2.4	3.6	4.33
9703	A678374	2.0	Border Collie	True	4	50.8	16.88	14.0	2.8	4.0	2.4	3.6	4.33
9704	A678375	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9705	A678377	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9706	A678378	1.0	Pharaoh Hound	True	5	58.42	22.5	12.0	3.2	5.0	3.0	4.0	3.0
9707	A678391	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9708	A678393	1.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9709	A678394	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9710	A678395	1.0	Australian Shepherd	True	5	52.07	23.62	14.0	2.8	4.67	2.2	4.4	4.67
9711	A678398	1.0	Rottweiler	True	5	62.23	48.38	10.0	2.0	3.67	4.0	4.0	4.0
9712	A678405	1.0	Basset Hound	True	5	35.56	25.88	11.0	3.6	5.0	3.8	3.6	2.0
9713	A678413	1.0	Dachshund	True	3	21.59	10.8	14.0	3.4	4.0	2.8	4.0	3.0
9714	A678414	1.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9715	A678415	1.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9716	A678416	1.0	Yorkshire Terrier	True	1	21.59	2.25	14.0	3.6	3.0	2.2	2.6	4.33
9717	A678417	1.0	Rat Terrier	True	3	36.83	7.88	16.0	3.2	4.0	3.4	3.8	4.33
9718	A678421	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9719	A678422	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9720	A678422	2.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9721	A678428	1.0	American Bulldog	True	5	60.96	40.5	13.0	1.8	3.67	2.8	3.0	4.0
9722	A678430	1.0	Maltese	False	2	22.86	3.15	14.0	3.2	4.0	2.2	3.8	2.67
9723	A678433	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9724	A678434	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9725	A678449	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9726	A678468	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9727	A678482	1.0	Pomeranian	True	1	24.13	2.25	14.0	3.4	3.0	2.8	3.4	2.33
9728	A678483	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9729	A678484	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9730	A678485	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9731	A678486	1.0	Miniature Pinscher	True	2	27.94	4.28	12.0	3.2	3.33	3.2	3.2	3.67
9732	A678487	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9733	A678496	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9734	A678497	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9735	A678498	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9736	A678499	1.0	Basset Hound	False	5	35.56	25.88	11.0	3.6	5.0	3.8	3.6	2.0
9737	A678499	2.0	Basset Hound	False	5	35.56	25.88	11.0	3.6	5.0	3.8	3.6	2.0
9738	A678500	1.0	Basset Hound	False	5	35.56	25.88	11.0	3.6	5.0	3.8	3.6	2.0
9739	A678500	2.0	Basset Hound	False	5	35.56	25.88	11.0	3.6	5.0	3.8	3.6	2.0
9740	A678506	1.0	Yorkshire Terrier	True	1	21.59	2.25	14.0	3.6	3.0	2.2	2.6	4.33
9741	A678511	1.0	German Shepherd Dog	True	5	60.96	38.25	12.0	3.2	4.0	3.4	4.6	5.0
9742	A678515	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9743	A678516	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9744	A678525	1.0	Pug	False	3	30.48	7.2	14.0	3.2	4.33	3.4	2.4	3.33
9745	A678526	1.0	Pug	False	3	30.48	7.2	14.0	3.2	4.33	3.4	2.4	3.33
9746	A678529	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9747	A678529	2.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9748	A678529	3.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9749	A678530	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9750	A678535	1.0	Dachshund	True	3	21.59	10.8	14.0	3.4	4.0	2.8	4.0	3.0
9751	A678535	2.0	Dachshund	True	3	21.59	10.8	14.0	3.4	4.0	2.8	4.0	3.0
9752	A678536	1.0	Chihuahua	True	1	19.05	2.02	14.0	3.2	4.0	2.6	3.4	2.0
9753	A678537	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9754	A678538	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9755	A678539	1.0	Labrador Retriever	True	5	57.15	30.38	11.0	2.8	5.0	4.2	4.2	5.0
9756	A678542	1.0	Shih Tzu	False	3	24.13	5.62	13.0	3.8	4.33	2.4	3.4	2.33
9757	A678544	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9758	A678545	1.0	Weimaraner	True	5	63.5	31.5	12.0	2.4	4.0	3.6	4.2	5.0
9759	A678555	1.0	Rottweiler	False	5	62.23	48.38	10.0	2.0	3.67	4.0	4.0	4.0
9760	A678556	1.0	Pembroke Welsh Corgi	True	4	27.94	13.5	13.0	3.8	4.0	3.4	4.0	3.67
9761	A678557	1.0	Miniature Pinscher	True	2	27.94	4.28	12.0	3.2	3.33	3.2	3.2	3.67
9762	A678558	1.0	Lhasa Apso	False	3	25.4	6.08	14.0	4.4	3.67	2.2	3.6	3.33
9763	A678559	1.0	Pekingese	True	2	19.05	4.73	14.0	3.6	3.0	2.2	3.8	1.67
9765	A678562	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
9766	A678563	1.0	American Pit Bull Terrier	True	5	45.72	25.88	14.0	2.4	3.67	3.4	3.8	4.33
